FID,Comuna,type,Shape__Length,Year,hora_del_dia,dia_semana,mes,target
22870,CHIGUAYANTE,primary,15.1413431251373,2021,0,1,7,1
44015,CHIGUAYANTE,residential,107.576654093554,2021,0,1,7,1
22870,CHIGUAYANTE,primary,15.1413431251373,2021,0,3,7,1
44015,CHIGUAYANTE,residential,107.576654093554,2021,0,3,7,1
22870,CHIGUAYANTE,primary,15.1413431251373,2021,0,6,9,1
44015,CHIGUAYANTE,residential,107.576654093554,2021,0,6,9,1
22870,CHIGUAYANTE,primary,15.1413431251373,2021,0,1,9,1
44015,CHIGUAYANTE,residential,107.576654093554,2021,0,1,9,1
22870,CHIGUAYANTE,primary,15.1413431251373,2021,0,5,10,1
44015,CHIGUAYANTE,residential,107.576654093554,2021,0,5,10,1
22870,CHIGUAYANTE,primary,15.1413431251373,2021,0,6,1,1
44015,CHIGUAYANTE,residential,107.576654093554,2021,0,6,1,1
44376,CHIGUAYANTE,residential,104.675014673181,2021,0,2,1,1
127275,CHIGUAYANTE,residential,761.007617804864,2021,0,2,1,1
127291,CHIGUAYANTE,residential,130.818170956303,2021,0,2,1,1
273076,CHIGUAYANTE,service,212.683310822478,2021,0,3,4,1
273076,CHIGUAYANTE,service,212.683310822478,2021,0,0,6,1
43845,CHIGUAYANTE,residential,493.971179800025,2021,0,0,11,1
44268,CHIGUAYANTE,residential,194.19121760496,2021,0,0,11,1
220926,CHIGUAYANTE,residential,378.279769512365,2021,0,0,11,1
70251,LAJA,tertiary,15.3386137929713,2021,0,3,3,1
284149,LAJA,tertiary,6.80562028233402,2021,0,3,3,1
284152,LAJA,tertiary,1390.16976118212,2021,0,3,3,1
43984,CHIGUAYANTE,residential,1128.66237357583,2021,0,2,3,1
22870,CHIGUAYANTE,primary,15.1413431251373,2021,0,3,11,1
44015,CHIGUAYANTE,residential,107.576654093554,2021,0,3,11,1
22900,CURANILAHUE,secondary,2441.68651071292,2021,0,6,10,1
40737,CHIGUAYANTE,residential,274.996481025055,2021,0,2,4,1
43848,CHIGUAYANTE,residential,390.939521184536,2021,0,2,4,1
40737,CHIGUAYANTE,residential,274.996481025055,2021,0,6,8,1
43848,CHIGUAYANTE,residential,390.939521184536,2021,0,6,8,1
40737,CHIGUAYANTE,residential,274.996481025055,2021,0,4,3,1
43848,CHIGUAYANTE,residential,390.939521184536,2021,0,4,3,1
40737,CHIGUAYANTE,residential,274.996481025055,2021,0,1,4,1
43848,CHIGUAYANTE,residential,390.939521184536,2021,0,1,4,1
40737,CHIGUAYANTE,residential,274.996481025055,2021,0,3,6,1
43848,CHIGUAYANTE,residential,390.939521184536,2021,0,3,6,1
40737,CHIGUAYANTE,residential,274.996481025055,2021,0,6,9,1
43848,CHIGUAYANTE,residential,390.939521184536,2021,0,6,9,1
40737,CHIGUAYANTE,residential,274.996481025055,2021,0,6,10,1
43848,CHIGUAYANTE,residential,390.939521184536,2021,0,6,10,1
22364,CONTULMO,residential,499.538164461697,2021,0,4,2,1
296584,CONTULMO,secondary,85.1202538439767,2021,0,4,2,1
123862,TALCAHUANO,primary,638.876752890673,2021,0,1,12,1
229981,TALCAHUANO,primary,599.073700253935,2021,0,1,12,1
94805,ARAUCO,secondary,483.781255507284,2021,0,6,9,1
94928,ARAUCO,residential,1515.55150380849,2021,0,5,9,1
94928,ARAUCO,residential,1515.55150380849,2021,0,3,9,1
94928,ARAUCO,residential,1515.55150380849,2021,0,5,7,1
94928,ARAUCO,residential,1515.55150380849,2021,0,2,9,1
94928,ARAUCO,residential,1515.55150380849,2021,0,0,11,1
94928,ARAUCO,residential,1515.55150380849,2021,0,2,11,1
94805,ARAUCO,secondary,483.781255507284,2021,0,3,8,1
66118,ARAUCO,residential,133.833557184294,2021,0,3,6,1
156167,ARAUCO,secondary,1459.85720482424,2021,0,3,6,1
205821,ARAUCO,secondary,219.510298293065,2021,0,3,6,1
287601,ARAUCO,residential,215.934673321968,2021,0,3,6,1
94805,ARAUCO,secondary,483.781255507284,2021,0,0,5,1
66118,ARAUCO,residential,133.833557184294,2021,0,3,4,1
156167,ARAUCO,secondary,1459.85720482424,2021,0,3,4,1
205821,ARAUCO,secondary,219.510298293065,2021,0,3,4,1
287601,ARAUCO,residential,215.934673321968,2021,0,3,4,1
66118,ARAUCO,residential,133.833557184294,2021,0,1,10,1
156167,ARAUCO,secondary,1459.85720482424,2021,0,1,10,1
205821,ARAUCO,secondary,219.510298293065,2021,0,1,10,1
287601,ARAUCO,residential,215.934673321968,2021,0,1,10,1
66118,ARAUCO,residential,133.833557184294,2021,0,2,6,1
156167,ARAUCO,secondary,1459.85720482424,2021,0,2,6,1
205821,ARAUCO,secondary,219.510298293065,2021,0,2,6,1
287601,ARAUCO,residential,215.934673321968,2021,0,2,6,1
66118,ARAUCO,residential,133.833557184294,2021,0,2,4,1
156167,ARAUCO,secondary,1459.85720482424,2021,0,2,4,1
205821,ARAUCO,secondary,219.510298293065,2021,0,2,4,1
287601,ARAUCO,residential,215.934673321968,2021,0,2,4,1
66118,ARAUCO,residential,133.833557184294,2021,0,2,7,1
156167,ARAUCO,secondary,1459.85720482424,2021,0,2,7,1
205821,ARAUCO,secondary,219.510298293065,2021,0,2,7,1
287601,ARAUCO,residential,215.934673321968,2021,0,2,7,1
156166,ARAUCO,secondary,1547.08286927116,2021,0,5,5,1
156169,ARAUCO,residential,15.3603010381756,2021,0,5,5,1
156170,ARAUCO,secondary,1546.67416352495,2021,0,5,5,1
156171,ARAUCO,tertiary,15.218654201797,2021,0,5,5,1
156172,ARAUCO,tertiary,14.8384351601022,2021,0,5,5,1
156173,ARAUCO,secondary,369.914602537909,2021,0,5,5,1
94806,ARAUCO,residential,141.178538386456,2021,0,1,5,1
94808,ARAUCO,residential,837.878521242548,2021,0,1,5,1
94806,ARAUCO,residential,141.178538386456,2021,0,2,7,1
94808,ARAUCO,residential,837.878521242548,2021,0,2,7,1
66118,ARAUCO,residential,133.833557184294,2021,0,0,5,1
156167,ARAUCO,secondary,1459.85720482424,2021,0,0,5,1
205821,ARAUCO,secondary,219.510298293065,2021,0,0,5,1
287601,ARAUCO,residential,215.934673321968,2021,0,0,5,1
80150,ARAUCO,residential,484.832429455355,2021,0,4,11,1
22230,ARAUCO,primary,195.149919068362,2021,0,0,7,1
279313,ARAUCO,residential,1100.79985132482,2021,0,0,7,1
306804,ARAUCO,primary,1338.23227623652,2021,0,0,7,1
156166,ARAUCO,secondary,1547.08286927116,2021,0,6,9,1
156169,ARAUCO,residential,15.3603010381756,2021,0,6,9,1
156170,ARAUCO,secondary,1546.67416352495,2021,0,6,9,1
156171,ARAUCO,tertiary,15.218654201797,2021,0,6,9,1
156172,ARAUCO,tertiary,14.8384351601022,2021,0,6,9,1
156173,ARAUCO,secondary,369.914602537909,2021,0,6,9,1
80160,ARAUCO,residential,1254.34745746901,2021,0,6,2,1
80161,ARAUCO,residential,103.090668271847,2021,0,6,2,1
83814,ARAUCO,residential,237.037803808202,2021,0,6,2,1
80160,ARAUCO,residential,1254.34745746901,2021,0,5,12,1
80161,ARAUCO,residential,103.090668271847,2021,0,5,12,1
83814,ARAUCO,residential,237.037803808202,2021,0,5,12,1
22230,ARAUCO,primary,195.149919068362,2021,0,6,5,1
279313,ARAUCO,residential,1100.79985132482,2021,0,6,5,1
306804,ARAUCO,primary,1338.23227623652,2021,0,6,5,1
80160,ARAUCO,residential,1254.34745746901,2021,0,4,3,1
80161,ARAUCO,residential,103.090668271847,2021,0,4,3,1
83814,ARAUCO,residential,237.037803808202,2021,0,4,3,1
94805,ARAUCO,secondary,483.781255507284,2021,0,3,11,1
80154,ARAUCO,residential,152.413071954152,2021,0,6,12,1
94807,ARAUCO,residential,842.51837437877,2021,0,6,12,1
80135,ARAUCO,residential,850.39406031975,2021,0,2,12,1
80164,ARAUCO,residential,658.78432643298,2021,0,2,12,1
156166,ARAUCO,secondary,1547.08286927116,2021,0,0,11,1
156169,ARAUCO,residential,15.3603010381756,2021,0,0,11,1
156170,ARAUCO,secondary,1546.67416352495,2021,0,0,11,1
156171,ARAUCO,tertiary,15.218654201797,2021,0,0,11,1
156172,ARAUCO,tertiary,14.8384351601022,2021,0,0,11,1
156173,ARAUCO,secondary,369.914602537909,2021,0,0,11,1
77165,ANTUCO,residential,588.267533874214,2021,0,5,6,1
77007,CABRERO,residential,1051.18480201208,2021,0,4,1,1
77007,CABRERO,residential,1051.18480201208,2021,0,6,6,1
83935,CABRERO,secondary,606.192575215166,2021,0,1,6,1
131797,CABRERO,tertiary,494.316181035417,2021,0,1,6,1
77017,CABRERO,residential,274.086786993125,2021,0,3,2,1
127371,CABRERO,residential,476.689405695506,2021,0,3,2,1
127373,CABRERO,residential,263.047037975736,2021,0,3,2,1
127374,CABRERO,residential,497.759450593594,2021,0,3,2,1
127623,CABRERO,tertiary,1117.25025962414,2021,0,3,2,1
77017,CABRERO,residential,274.086786993125,2021,0,1,7,1
127371,CABRERO,residential,476.689405695506,2021,0,1,7,1
127373,CABRERO,residential,263.047037975736,2021,0,1,7,1
127374,CABRERO,residential,497.759450593594,2021,0,1,7,1
127623,CABRERO,tertiary,1117.25025962414,2021,0,1,7,1
77017,CABRERO,residential,274.086786993125,2021,0,4,8,1
127371,CABRERO,residential,476.689405695506,2021,0,4,8,1
127373,CABRERO,residential,263.047037975736,2021,0,4,8,1
127374,CABRERO,residential,497.759450593594,2021,0,4,8,1
127623,CABRERO,tertiary,1117.25025962414,2021,0,4,8,1
77013,CABRERO,residential,249.725918893455,2021,0,5,3,1
127530,CABRERO,living_street,148.699217580048,2021,0,5,3,1
234118,CABRERO,residential,730.987709449734,2021,0,5,3,1
131881,CABRERO,secondary,2271.53945119121,2021,0,5,9,1
288550,CABRERO,secondary,97.9574599503627,2021,0,5,9,1
98915,CABRERO,residential,675.126908176224,2021,0,1,11,1
98917,CABRERO,tertiary,900.372666384948,2021,0,1,11,1
77024,CABRERO,residential,225.020450297136,2021,0,2,3,1
83921,CABRERO,residential,203.496189465739,2021,0,2,3,1
131820,CABRERO,residential,843.678695860995,2021,0,2,3,1
131884,CABRERO,residential,194.249047967083,2021,0,2,3,1
77017,CABRERO,residential,274.086786993125,2021,0,1,6,1
127371,CABRERO,residential,476.689405695506,2021,0,1,6,1
127373,CABRERO,residential,263.047037975736,2021,0,1,6,1
127374,CABRERO,residential,497.759450593594,2021,0,1,6,1
127623,CABRERO,tertiary,1117.25025962414,2021,0,1,6,1
77017,CABRERO,residential,274.086786993125,2021,0,0,4,1
127371,CABRERO,residential,476.689405695506,2021,0,0,4,1
127373,CABRERO,residential,263.047037975736,2021,0,0,4,1
127374,CABRERO,residential,497.759450593594,2021,0,0,4,1
127623,CABRERO,tertiary,1117.25025962414,2021,0,0,4,1
76974,YUMBEL,primary,365.883826550879,2021,0,0,10,1
76983,YUMBEL,secondary,1532.97052316722,2021,0,0,10,1
77021,CABRERO,residential,211.994620151933,2021,0,5,7,1
131818,CABRERO,secondary,865.930428182087,2021,0,5,7,1
131821,CABRERO,secondary,205.958962776071,2021,0,5,7,1
127366,CABRERO,living_street,121.990370708356,2021,0,3,12,1
288592,CABRERO,living_street,182.78041647373,2021,0,3,12,1
131096,CABRERO,primary,329.815034915433,2021,0,5,8,1
277497,CABRERO,residential,402.44900155917,2021,0,5,8,1
76994,CABRERO,residential,364.342083201953,2021,0,4,1,1
77028,CABRERO,residential,187.302070919921,2021,0,4,1,1
83908,CABRERO,residential,605.476793898378,2021,0,4,1,1
98807,CABRERO,residential,244.283887818078,2021,0,4,1,1
223334,CABRERO,tertiary,276.425665263498,2021,0,4,1,1
288605,CABRERO,secondary,146.242668427786,2021,0,4,1,1
288608,CABRERO,tertiary,510.34997575796,2021,0,4,1,1
76994,CABRERO,residential,364.342083201953,2021,0,3,10,1
77028,CABRERO,residential,187.302070919921,2021,0,3,10,1
83908,CABRERO,residential,605.476793898378,2021,0,3,10,1
98807,CABRERO,residential,244.283887818078,2021,0,3,10,1
223334,CABRERO,tertiary,276.425665263498,2021,0,3,10,1
288605,CABRERO,secondary,146.242668427786,2021,0,3,10,1
288608,CABRERO,tertiary,510.34997575796,2021,0,3,10,1
131881,CABRERO,secondary,2271.53945119121,2021,0,4,12,1
288550,CABRERO,secondary,97.9574599503627,2021,0,4,12,1
77027,CABRERO,residential,282.535869820181,2021,0,6,10,1
131823,CABRERO,residential,888.99620859538,2021,0,6,10,1
131881,CABRERO,secondary,2271.53945119121,2021,0,6,5,1
288550,CABRERO,secondary,97.9574599503627,2021,0,6,5,1
76994,CABRERO,residential,364.342083201953,2021,0,4,8,1
77028,CABRERO,residential,187.302070919921,2021,0,4,8,1
83908,CABRERO,residential,605.476793898378,2021,0,4,8,1
98807,CABRERO,residential,244.283887818078,2021,0,4,8,1
223334,CABRERO,tertiary,276.425665263498,2021,0,4,8,1
288605,CABRERO,secondary,146.242668427786,2021,0,4,8,1
288608,CABRERO,tertiary,510.34997575796,2021,0,4,8,1
131881,CABRERO,secondary,2271.53945119121,2021,0,4,9,1
288550,CABRERO,secondary,97.9574599503627,2021,0,4,9,1
83942,CABRERO,residential,316.908906169937,2021,0,1,9,1
292862,CABRERO,residential,242.773221795851,2021,0,1,9,1
22870,CHIGUAYANTE,primary,15.1413431251373,2021,0,2,3,1
44015,CHIGUAYANTE,residential,107.576654093554,2021,0,2,3,1
22870,CHIGUAYANTE,primary,15.1413431251373,2021,0,5,3,1
44015,CHIGUAYANTE,residential,107.576654093554,2021,0,5,3,1
22870,CHIGUAYANTE,primary,15.1413431251373,2021,0,1,4,1
44015,CHIGUAYANTE,residential,107.576654093554,2021,0,1,4,1
22870,CHIGUAYANTE,primary,15.1413431251373,2021,0,4,4,1
44015,CHIGUAYANTE,residential,107.576654093554,2021,0,4,4,1
22870,CHIGUAYANTE,primary,15.1413431251373,2021,0,1,6,1
44015,CHIGUAYANTE,residential,107.576654093554,2021,0,1,6,1
22870,CHIGUAYANTE,primary,15.1413431251373,2021,0,4,7,1
44015,CHIGUAYANTE,residential,107.576654093554,2021,0,4,7,1
40737,CHIGUAYANTE,residential,274.996481025055,2021,0,2,11,1
43848,CHIGUAYANTE,residential,390.939521184536,2021,0,2,11,1
40741,CHIGUAYANTE,residential,1718.21212489068,2021,0,2,12,1
136854,CHIGUAYANTE,residential,1973.56631558819,2021,0,2,12,1
220912,CHIGUAYANTE,tertiary,4154.60791492747,2021,0,2,12,1
40741,CHIGUAYANTE,residential,1718.21212489068,2021,0,1,2,1
136854,CHIGUAYANTE,residential,1973.56631558819,2021,0,1,2,1
220912,CHIGUAYANTE,tertiary,4154.60791492747,2021,0,1,2,1
40741,CHIGUAYANTE,residential,1718.21212489068,2021,0,2,4,1
136854,CHIGUAYANTE,residential,1973.56631558819,2021,0,2,4,1
220912,CHIGUAYANTE,tertiary,4154.60791492747,2021,0,2,4,1
127082,CHIGUAYANTE,residential,1356.28201416576,2021,0,5,10,1
40741,CHIGUAYANTE,residential,1718.21212489068,2021,0,1,2,1
136854,CHIGUAYANTE,residential,1973.56631558819,2021,0,1,2,1
220912,CHIGUAYANTE,tertiary,4154.60791492747,2021,0,1,2,1
41203,CHIGUAYANTE,residential,1135.19467702628,2021,0,3,6,1
142090,CHIGUAYANTE,residential,727.693586797651,2021,0,3,6,1
40741,CHIGUAYANTE,residential,1718.21212489068,2021,0,6,5,1
136854,CHIGUAYANTE,residential,1973.56631558819,2021,0,6,5,1
220912,CHIGUAYANTE,tertiary,4154.60791492747,2021,0,6,5,1
285069,CHIGUAYANTE,residential,2060.49719589067,2021,0,5,12,1
40741,CHIGUAYANTE,residential,1718.21212489068,2021,0,6,10,1
136854,CHIGUAYANTE,residential,1973.56631558819,2021,0,6,10,1
220912,CHIGUAYANTE,tertiary,4154.60791492747,2021,0,6,10,1
285069,CHIGUAYANTE,residential,2060.49719589067,2021,0,2,8,1
41203,CHIGUAYANTE,residential,1135.19467702628,2021,0,5,5,1
142090,CHIGUAYANTE,residential,727.693586797651,2021,0,5,5,1
40741,CHIGUAYANTE,residential,1718.21212489068,2021,0,2,11,1
136854,CHIGUAYANTE,residential,1973.56631558819,2021,0,2,11,1
220912,CHIGUAYANTE,tertiary,4154.60791492747,2021,0,2,11,1
285069,CHIGUAYANTE,residential,2060.49719589067,2021,0,6,7,1
41203,CHIGUAYANTE,residential,1135.19467702628,2021,0,2,2,1
142090,CHIGUAYANTE,residential,727.693586797651,2021,0,2,2,1
285069,CHIGUAYANTE,residential,2060.49719589067,2021,0,6,12,1
43836,CHIGUAYANTE,residential,1221.71039840789,2021,0,0,8,1
43913,CHIGUAYANTE,residential,87.3989454091422,2021,0,0,8,1
142087,CHIGUAYANTE,residential,844.531325217675,2021,0,0,8,1
43912,CHIGUAYANTE,residential,267.293472219075,2021,0,4,8,1
40741,CHIGUAYANTE,residential,1718.21212489068,2021,0,5,4,1
136854,CHIGUAYANTE,residential,1973.56631558819,2021,0,5,4,1
220912,CHIGUAYANTE,tertiary,4154.60791492747,2021,0,5,4,1
22870,CHIGUAYANTE,primary,15.1413431251373,2021,0,1,2,1
44015,CHIGUAYANTE,residential,107.576654093554,2021,0,1,2,1
22870,CHIGUAYANTE,primary,15.1413431251373,2021,0,2,5,1
44015,CHIGUAYANTE,residential,107.576654093554,2021,0,2,5,1
22870,CHIGUAYANTE,primary,15.1413431251373,2021,0,2,5,1
44015,CHIGUAYANTE,residential,107.576654093554,2021,0,2,5,1
40741,CHIGUAYANTE,residential,1718.21212489068,2021,0,2,7,1
136854,CHIGUAYANTE,residential,1973.56631558819,2021,0,2,7,1
220912,CHIGUAYANTE,tertiary,4154.60791492747,2021,0,2,7,1
40741,CHIGUAYANTE,residential,1718.21212489068,2021,0,4,2,1
136854,CHIGUAYANTE,residential,1973.56631558819,2021,0,4,2,1
220912,CHIGUAYANTE,tertiary,4154.60791492747,2021,0,4,2,1
43841,CHIGUAYANTE,residential,1887.88459779486,2021,0,5,5,1
43841,CHIGUAYANTE,residential,1887.88459779486,2021,0,5,8,1
43985,CHIGUAYANTE,residential,501.379870523251,2021,0,2,7,1
44250,CHIGUAYANTE,residential,1315.62815855078,2021,0,2,7,1
43842,CHIGUAYANTE,residential,359.548460171718,2021,0,5,6,1
44257,CHIGUAYANTE,residential,955.396637317048,2021,0,5,6,1
63571,CHIGUAYANTE,residential,158.979286130252,2021,0,5,6,1
220908,CHIGUAYANTE,residential,608.566056981933,2021,0,5,6,1
43842,CHIGUAYANTE,residential,359.548460171718,2021,0,4,6,1
44257,CHIGUAYANTE,residential,955.396637317048,2021,0,4,6,1
63571,CHIGUAYANTE,residential,158.979286130252,2021,0,4,6,1
220908,CHIGUAYANTE,residential,608.566056981933,2021,0,4,6,1
43985,CHIGUAYANTE,residential,501.379870523251,2021,0,0,2,1
44250,CHIGUAYANTE,residential,1315.62815855078,2021,0,0,2,1
43842,CHIGUAYANTE,residential,359.548460171718,2021,0,6,7,1
44257,CHIGUAYANTE,residential,955.396637317048,2021,0,6,7,1
63571,CHIGUAYANTE,residential,158.979286130252,2021,0,6,7,1
220908,CHIGUAYANTE,residential,608.566056981933,2021,0,6,7,1
44248,CHIGUAYANTE,living_street,809.324806099488,2021,0,1,2,1
43851,CHIGUAYANTE,living_street,198.150689222564,2021,0,1,7,1
311140,CHIGUAYANTE,living_street,707.109184683897,2021,0,1,7,1
43844,CHIGUAYANTE,tertiary,500.227009005723,2021,0,5,6,1
44255,CHIGUAYANTE,living_street,336.562025267338,2021,0,1,1,1
44193,CHIGUAYANTE,residential,235.010758174279,2021,0,0,2,1
127295,CHIGUAYANTE,residential,447.902438895751,2021,0,0,2,1
40737,CHIGUAYANTE,residential,274.996481025055,2021,0,1,11,1
43848,CHIGUAYANTE,residential,390.939521184536,2021,0,1,11,1
43985,CHIGUAYANTE,residential,501.379870523251,2021,0,3,12,1
44250,CHIGUAYANTE,residential,1315.62815855078,2021,0,3,12,1
43844,CHIGUAYANTE,tertiary,500.227009005723,2021,0,3,7,1
43985,CHIGUAYANTE,residential,501.379870523251,2021,0,4,5,1
44250,CHIGUAYANTE,residential,1315.62815855078,2021,0,4,5,1
43985,CHIGUAYANTE,residential,501.379870523251,2021,0,5,9,1
44250,CHIGUAYANTE,residential,1315.62815855078,2021,0,5,9,1
40741,CHIGUAYANTE,residential,1718.21212489068,2021,0,4,12,1
136854,CHIGUAYANTE,residential,1973.56631558819,2021,0,4,12,1
220912,CHIGUAYANTE,tertiary,4154.60791492747,2021,0,4,12,1
43984,CHIGUAYANTE,residential,1128.66237357583,2021,0,6,5,1
40741,CHIGUAYANTE,residential,1718.21212489068,2021,0,4,3,1
136854,CHIGUAYANTE,residential,1973.56631558819,2021,0,4,3,1
220912,CHIGUAYANTE,tertiary,4154.60791492747,2021,0,4,3,1
43991,CHIGUAYANTE,residential,228.738709774323,2021,0,4,3,1
22870,CHIGUAYANTE,primary,15.1413431251373,2021,0,6,7,1
44015,CHIGUAYANTE,residential,107.576654093554,2021,0,6,7,1
40741,CHIGUAYANTE,residential,1718.21212489068,2021,0,3,6,1
136854,CHIGUAYANTE,residential,1973.56631558819,2021,0,3,6,1
220912,CHIGUAYANTE,tertiary,4154.60791492747,2021,0,3,6,1
141892,CHIGUAYANTE,residential,125.89915804508,2021,0,0,10,1
40741,CHIGUAYANTE,residential,1718.21212489068,2021,0,4,11,1
136854,CHIGUAYANTE,residential,1973.56631558819,2021,0,4,11,1
